"","M","totInt","specNo"
"69750",1674.86,205234.107788086,"3"
"69751",1674.88,1104687.41003418,"3"
"69752",1674.91,2352801.07373047,"3"
"69753",1674.94,3074660.11425781,"3"
"69754",1674.96,2721310.01855469,"2"
"69755",1674.99,1548787.54516602,"2"
"69756",1675.01,385567.108764648,"2"
"69757",1675.04,31219.4698486328,"2"
"69758",1675.06,50473.3083496094,"2"
"69759",1675.09,84313.7080078125,"2"
"69760",1675.12,93667.5888671875,"2"
"69761",1675.14,71860.908203125,"1"
"69762",1675.17,31118.6315917969,"1"
"69763",1675.19,6895.18713378906,"1"
"69764",1675.22,6527.36743164062,"1"
"69765",1675.25,138008.358520508,"1"
"69766",1675.27,372448.263183594,"1"
"69767",1675.3,566038.666503906,"1"
"69768",1675.32,583086.948242188,"1"
"69769",1675.35,450484.501464844,"1"
"69770",1675.38,441921.626953125,"1"
"69771",1675.4,900648.234008789,"1"
"69772",1675.43,1363414.41772461,"1"
"69773",1675.45,1540599.01513672,"1"
"69774",1675.48,1588783.03540039,"1"
"69775",1675.51,1754236.44726562,"1"
"69776",1675.53,1627136.20043945,"1"
"69777",1675.56,1060787.60375977,"2"
"69778",1675.58,349807.350952148,"2"
"69779",1675.61,45976.6381835938,"2"
"69780",1675.63,219047.914306641,"2"
"69781",1675.66,1052458.51062012,"2"
"69782",1675.69,2150875.13476562,"2"
"69783",1675.71,2723912.49462891,"1"
"69784",1675.74,2369588.79931641,"1"
"69785",1675.76,1318150.10217285,"1"
"69786",1675.79,314187.103271484,"1"
"69787",1675.82,71260.9187011719,"1"
"69788",1675.84,479370.630981445,"1"
"69789",1675.87,1675529.95825195,"1"
"69790",1675.89,2907076.44628906,"1"
"69791",1675.92,3362035.70605469,"1"
"69792",1675.95,2744010.74560547,"1"
"69793",1675.97,1473333.14672852,"1"
"69794",1676,389475.522583008,"1"
"69795",1676.02,74925.9250488281,"1"
"69796",1676.05,555865.734008789,"1"
"69797",1676.08,1663514.66882324,"1"
"69798",1676.1,2544964.61474609,"1"
"69799",1676.13,2623960.77246094,"1"
"69800",1676.15,1849625.86083984,"1"
"69801",1676.18,736446.327270508,"1"
"69802",1676.21,89008.7662353516,"1"
"69803",1676.23,101968.396972656,"1"
"69804",1676.26,685999.579101562,"1"
"69805",1676.28,1529836.46777344,"1"
"69806",1676.31,2047762.09667969,"1"
"69807",1676.33,1905485.92236328,"2"
"69808",1676.36,1208006.60302734,"2"
"69809",1676.39,441637.502319336,"2"
"69810",1676.41,102994.856201172,"2"
"69811",1676.44,184812.881958008,"2"
"69812",1676.46,608653.038330078,"2"
"69813",1676.49,1114768.34814453,"3"
"69814",1676.52,1353182.86328125,"4"
"69815",1676.54,1135932.01757812,"1"
"69816",1676.57,600793.0859375,"1"
"69817",1676.59,139323.911254883,"1"
"69818",1676.62,11559.7182617188,"1"
"69819",1676.65,140028.273193359,"1"
"69820",1676.67,469750.3203125,"1"
"69821",1676.7,768119.189453125,"1"
"69822",1676.72,828556.861816406,"1"
"69823",1676.75,614943.831542969,"1"
"69824",1676.78,276118.253173828,"1"
"69825",1676.8,47983.59765625,"1"
"69826",1676.83,17055.2290039062,"1"
"69827",1676.85,169537.040771484,"1"
"69828",1676.88,397747.9140625,"1"
"69829",1676.91,542070.694335938,"2"
"69830",1676.93,509824.11328125,"2"
"69831",1676.96,331967.703369141,"2"
"69832",1676.98,123411.838378906,"2"
"69833",1677.01,17036.92578125,"2"
"69834",1677.04,33242.6630859375,"2"
"69835",1677.06,123959.686279297,"2"
"69836",1677.09,213479.891601562,"6"
"69837",1677.11,250296.819335938,"27"
"69838",1677.14,203300.893554688,"27"
"69839",1677.17,104897.326904297,"27"
"69840",1677.19,23222.4213867188,"27"
"69841",1677.22,8707.830078125,"27"
"69842",1677.24,44665.6928710938,"27"
"69843",1677.27,92742.6391601562,"27"
"69844",1677.29,132608.431152344,"27"
"69845",1677.32,139448.161132812,"30"
"69846",1677.35,99105.8696289062,"19"
"69847",1677.37,41632.3527832031,"19"
"69848",1677.4,6762.181640625,"19"
"69849",1677.42,6523.091796875,"19"
"69850",1677.45,20228.7280273438,"19"
"69851",1677.48,47925.0107421875,"19"
"69852",1677.5,66567.3193359375,"19"
"69853",1677.53,63602.0107421875,"19"
"69854",1677.55,40620.0783691406,"16"
"69855",1677.58,12495.4182128906,"16"
"69856",1677.61,0,"16"
"69857",1677.63,10799.6076660156,"16"
"69858",1677.66,35125.7766113281,"16"
"69859",1677.68,53890.1767578125,"16"
"69860",1677.71,57781.7001953125,"16"
"69861",1677.74,41241.1625976562,"5"
"69862",1677.76,15148.966796875,"5"
"69863",1677.79,0,"5"
"69864",1677.81,0,"5"
"69865",1677.84,10117.3796386719,"5"
"69866",1677.87,38592.1804199219,"5"
"69867",1677.89,58419.900390625,"5"
"69868",1677.92,61861.9541015625,"5"
"69869",1677.94,46128.2919921875,"5"
"69870",1677.97,21871.9060058594,"5"
"69871",1678,0,"5"
"69872",1678.02,0,"5"
"69873",1678.05,9392.7646484375,"5"
"69874",1678.07,25064.8657226562,"5"
"69875",1678.1,35489.03515625,"25"
"69876",1678.13,35242.02734375,"17"
"69877",1678.15,24495.408203125,"17"
"69878",1678.18,8665.20556640625,"17"
"69879",1678.2,4592.1533203125,"17"
"69880",1678.23,11295.802734375,"17"
"69881",1678.26,34503.1450195312,"17"
"69882",1678.28,66880.8041992188,"17"
"69883",1678.31,81601.646484375,"17"
"69884",1678.33,68549.376953125,"9"
"69885",1678.36,35164.5141601562,"9"
"69886",1678.39,4250.6435546875,"9"
"69887",1678.41,0,"9"
"69888",1678.44,4219.71923828125,"9"
"69889",1678.46,10973.8662109375,"9"
"69890",1678.49,15339.560546875,"9"
"69891",1678.52,17143.9013671875,"9"
"69892",1678.54,14183.7265625,"9"
"69893",1678.57,6819.32983398438,"9"
"69894",1678.59,0,"9"
"69895",1678.62,0,"9"
"69896",1678.65,23493.9975585938,"9"
"69897",1678.67,64213.9057617188,"9"
"69898",1678.7,106041.410644531,"24"
"69899",1678.72,121891.3203125,"13"
"69900",1678.75,98810.52734375,"13"
"69901",1678.78,51405.9548339844,"13"
"69902",1678.8,3050.83251953125,"13"
"69903",1678.83,8482.99304199219,"13"
"69904",1678.85,111286.670410156,"13"
"69905",1678.88,261913.781494141,"13"
"69906",1678.91,368327.308105469,"13"
"69907",1678.93,354069.930664062,"13"
"69908",1678.96,224140.492919922,"7"
"69909",1678.98,69908.6391601562,"7"
"69910",1679.01,10808.7976074219,"7"
"69911",1679.04,19866.5075683594,"7"
"69912",1679.06,172633.02734375,"7"
"69913",1679.09,384354.363037109,"7"
"69914",1679.11,527301.046386719,"7"
"69915",1679.14,496603.880371094,"7"
"69916",1679.17,319486.105957031,"1"
"69917",1679.19,122309.495361328,"1"
"69918",1679.22,32876.9694824219,"1"
"69919",1679.24,81085.2153320312,"1"
"69920",1679.27,292789.298095703,"1"
"69921",1679.29,523219.568359375,"1"
"69922",1679.32,618017.969726562,"1"
"69923",1679.35,497515.71484375,"1"
"69924",1679.37,238157.936767578,"1"
"69925",1679.4,35933.9829101562,"1"
"69926",1679.43,1743.60961914062,"1"
"69927",1679.45,78624.7541503906,"1"
"69928",1679.48,234073.041748047,"1"
"69929",1679.5,373240.604003906,"5"
"69930",1679.53,399807.977050781,"5"
"69931",1679.56,293925.850585938,"5"
"69932",1679.58,118793.606933594,"5"
"69933",1679.61,21943.0675048828,"5"
"69934",1679.63,2093.04541015625,"5"
"69935",1679.66,43804.2170410156,"5"
"69936",1679.69,114297.560058594,"5"
"69937",1679.71,161281.0625,"5"
"69938",1679.74,149718.458984375,"11"
"69939",1679.76,85549.1020507812,"11"
"69940",1679.79,19121.841796875,"11"
"69941",1679.82,0,"11"
"69942",1679.84,19658.9475097656,"11"
"69943",1679.87,73662.8061523438,"11"
"69944",1679.89,125946.732666016,"11"
"69945",1679.92,148435.952148438,"11"
"69946",1679.95,128162.788085938,"11"
"69947",1679.97,76016.8010253906,"11"
"69948",1680,21295.6118164062,"11"
"69949",1680.02,1225.59887695312,"11"
"69950",1680.05,9715.52783203125,"11"
"69951",1680.08,39565.9721679688,"11"
"69952",1680.1,70734.5556640625,"17"
"69953",1680.13,89417.853515625,"17"
"69954",1680.15,81610.2001953125,"17"
"69955",1680.18,52640.9992675781,"17"
"69956",1680.21,13761.1613769531,"17"
"69957",1680.23,0,"17"
"69958",1680.26,4133.90869140625,"17"
"69959",1680.28,14688.609375,"17"
"69960",1680.31,25247.4052734375,"17"
"69961",1680.34,26664.0688476562,"23"
"69962",1680.36,21685.2373046875,"23"
"69963",1680.39,13472.0056152344,"23"
"69964",1680.41,5660.5009765625,"23"
"69965",1680.44,3533.89624023438,"23"
"69966",1680.47,16664.0805664062,"12"
"69967",1680.49,26696.1489257812,"12"
"69968",1680.52,30113.8872070312,"12"
"69969",1680.54,25449.8686523438,"12"
"69970",1680.57,20411.4501953125,"12"
"69971",1680.6,9493.89965820312,"12"
"69972",1680.62,9015.1533203125,"12"
"69973",1680.65,16500.8198242188,"12"
"69974",1680.67,24287.8947753906,"12"
"69975",1680.7,30493.5224609375,"12"
"69976",1680.73,29204.712890625,"12"
"69977",1680.75,17716.5629882812,"7"
"69978",1680.78,4468.52099609375,"7"
"69979",1680.8,0,"7"
"69980",1680.83,14087.7651367188,"7"
"69981",1680.86,79870.5178222656,"7"
"69982",1680.88,170536.194580078,"7"
"69983",1680.91,221737.166503906,"7"
"69984",1680.93,201218.218261719,"4"
"69985",1680.96,124585.803710938,"4"
"69986",1680.99,49094.0833740234,"4"
"69987",1681.01,16594.8442382812,"4"
"69988",1681.04,78836.4660644531,"4"
"69989",1681.06,255059.586181641,"4"
"69990",1681.09,446413.927246094,"4"
"69991",1681.12,509908.673828125,"4"
"69992",1681.14,407507.931884766,"1"
"69993",1681.17,201674.66027832,"1"
"69994",1681.19,41271.7053222656,"1"
"69995",1681.22,33412.8325195312,"1"
"69996",1681.25,203905.985473633,"1"
"69997",1681.27,588023.222900391,"1"
"69998",1681.3,928325.091796875,"1"
"69999",1681.32,984514.194824219,"1"
"70000",1681.35,715294.408691406,"1"
"70001",1681.38,314110.025146484,"1"
"70002",1681.4,71379.3221435547,"1"
"70003",1681.43,73520.7189941406,"1"
"70004",1681.46,344578.014892578,"1"
"70005",1681.48,799101.549194336,"1"
"70006",1681.51,1107229.89550781,"1"
"70007",1681.53,1049619.359375,"1"
"70008",1681.56,670033.263671875,"1"
"70009",1681.59,229287.138183594,"1"
"70010",1681.61,22262.7961425781,"1"
"70011",1681.64,92230.4031982422,"1"
"70012",1681.66,483142.780639648,"1"
"70013",1681.69,983291.295654297,"1"
"70014",1681.72,1233982.42285156,"1"
"70015",1681.74,1054950.18017578,"1"
"70016",1681.77,577965.267822266,"1"
"70017",1681.79,119321.086547852,"1"
"70018",1681.82,14940.2033691406,"1"
"70019",1681.85,132965.606811523,"1"
"70020",1681.87,481733.385009766,"1"
"70021",1681.9,823449.313476562,"1"
"70022",1681.92,912898.524902344,"4"
"70023",1681.95,690386.626464844,"4"
"70024",1681.98,320353.874267578,"4"
"70025",1682,73674.3305664062,"4"
"70026",1682.03,8926.11450195312,"4"
"70027",1682.05,159165.952880859,"4"
"70028",1682.08,431264.364257812,"4"
"70029",1682.11,633140.265136719,"4"
"70030",1682.13,629482.552734375,"7"
"70031",1682.16,424413.614257812,"7"
"70032",1682.18,171008.817382812,"7"
"70033",1682.21,30593.7602539062,"7"
"70034",1682.24,41946.5712890625,"7"
"70035",1682.26,166976.458740234,"7"
"70036",1682.29,307966.905273438,"7"
"70037",1682.32,378558.105957031,"8"
"70038",1682.34,324680.521484375,"8"
"70039",1682.37,185301.116699219,"8"
"70040",1682.39,41879.9611816406,"8"
"70041",1682.42,6354.974609375,"8"
"70042",1682.45,22193.1254882812,"8"
"70043",1682.47,83879.416015625,"8"
"70044",1682.5,148310.262695312,"8"
"70045",1682.52,174405.527832031,"8"
"70046",1682.55,144139.561035156,"3"
"70047",1682.58,82903.2419433594,"3"
"70048",1682.6,17540.9138183594,"3"
"70049",1682.63,4060.03588867188,"3"
"70050",1682.65,35199.5043945312,"3"
"70051",1682.68,89447.2082519531,"3"
"70052",1682.71,129997.415039062,"3"
"70053",1682.73,133029.631103516,"3"
"70054",1682.76,92454.7392578125,"3"
"70055",1682.78,30979.52734375,"3"
"70056",1682.81,22478.4255371094,"3"
"70057",1682.84,34833.8262939453,"3"
"70058",1682.86,83822.048828125,"3"
"70059",1682.89,128949.6640625,"5"
"70060",1682.91,146080.850097656,"5"
"70061",1682.94,114726.005859375,"5"
"70062",1682.97,62669.1062011719,"5"
"70063",1682.99,17411.7342529297,"5"
"70064",1683.02,3518.92895507812,"5"
"70065",1683.05,10403.9489746094,"5"
"70066",1683.07,19591.306640625,"5"
"70067",1683.1,32288.1015625,"20"
"70068",1683.12,41223.0400390625,"20"
"70069",1683.15,37375.9990234375,"20"
"70070",1683.18,40451.103515625,"20"
"70071",1683.2,60958.3024902344,"20"
"70072",1683.23,64777.4389648438,"20"
"70073",1683.25,66994.5966796875,"20"
"70074",1683.28,51842.4633789062,"6"
"70075",1683.31,30871.3745117188,"6"
"70076",1683.33,10233.1567382812,"6"
"70077",1683.36,4600.18115234375,"6"
"70078",1683.38,5386.2412109375,"6"
"70079",1683.41,6912.47265625,"6"
"70080",1683.44,7746.5712890625,"6"
"70081",1683.46,6959.5498046875,"6"
"70082",1683.49,9535.4072265625,"6"
"70083",1683.51,28381.8278808594,"6"
"70084",1683.54,57424.1396484375,"6"
"70085",1683.57,72940.0556640625,"3"
"70086",1683.59,66464.546875,"3"
"70087",1683.62,41336.3354492188,"3"
"70088",1683.65,16301.0559082031,"3"
"70089",1683.67,6419.10278320312,"3"
"70090",1683.7,12902.4467773438,"3"
"70091",1683.72,14842.7553710938,"3"
"70092",1683.75,11241.1811523438,"2"
"70093",1683.78,4681.99291992188,"2"
"70094",1683.8,0,"2"
"70095",1683.83,19960.3762207031,"2"
"70096",1683.85,138733.446166992,"2"
"70097",1683.88,267422.939453125,"2"
"70098",1683.91,333769.887207031,"2"
"70099",1683.93,301070.702148438,"2"
"70100",1683.96,188714.987792969,"2"
"70101",1683.98,51731.6518554688,"2"
"70102",1684.01,17585.8374023438,"2"
"70103",1684.04,66969.4208984375,"2"
"70104",1684.06,385534.114135742,"2"
"70105",1684.09,778416.347900391,"3"
"70106",1684.12,982563.643066406,"3"
"70107",1684.14,862003.542724609,"1"
"70108",1684.17,488799.707397461,"1"
"70109",1684.19,149062.9375,"1"
"70110",1684.22,117260.712280273,"1"
"70111",1684.25,582588.833374023,"1"
"70112",1684.27,1709743.82128906,"1"
"70113",1684.3,2800754.45507812,"1"
"70114",1684.32,3096429.5,"1"
"70115",1684.35,2386057.36474609,"1"
"70116",1684.38,1112148.53894043,"1"
"70117",1684.4,221623.599731445,"1"
"70118",1684.43,274429.799438477,"1"
"70119",1684.45,1614187.03662109,"1"
"70120",1684.48,3834888.35009766,"1"
"70121",1684.51,5420658.08300781,"1"
"70122",1684.53,5292425.41650391,"1"
"70123",1684.56,3508505.47265625,"1"
"70124",1684.59,1260310.3013916,"1"
"70125",1684.61,216868.087524414,"1"
"70126",1684.64,667490.611938477,"1"
"70127",1684.66,2920641.21069336,"1"
"70128",1684.69,5721452.13085938,"1"
"70129",1684.72,7185847.52148438,"1"
"70130",1684.74,6343846.57958984,"1"
"70131",1684.77,3745974.24414062,"1"
"70132",1684.79,1108148.74987793,"1"
"70133",1684.82,246894.943725586,"1"
"70134",1684.85,1293534.43847656,"1"
"70135",1684.87,4107809.86962891,"1"
"70136",1684.9,6768672.11328125,"1"
"70137",1684.93,7538843.43554688,"1"
"70138",1684.95,5909868.61132812,"1"
"70139",1684.98,2945802.28710938,"1"
"70140",1685,603190.475341797,"1"
"70141",1685.03,251117.411254883,"1"
"70142",1685.06,1693374.27172852,"1"
"70143",1685.08,4331472.63330078,"1"
"70144",1685.11,6271256.23046875,"1"
"70145",1685.13,6255693.859375,"1"
"70146",1685.16,4331799.10302734,"1"
"70147",1685.19,1802281.16186523,"1"
"70148",1685.21,366746.004272461,"1"
"70149",1685.24,411772.765991211,"1"
"70150",1685.26,1798392.19677734,"1"
"70151",1685.29,3623398.82128906,"1"
"70152",1685.32,4571093.27539062,"1"
"70153",1685.34,4043024.43310547,"1"
"70154",1685.37,2387414.16503906,"1"
"70155",1685.4,724193.08203125,"1"
"70156",1685.42,123662.304077148,"1"
"70157",1685.45,443917.119750977,"1"
"70158",1685.47,1546860.70349121,"1"
"70159",1685.5,2635904.29882812,"1"
"70160",1685.53,2956211.64501953,"1"
"70161",1685.55,2313956.77294922,"1"
"70162",1685.58,1143034.12207031,"1"
"70163",1685.6,241599.872802734,"1"
"70164",1685.63,51342.6306152344,"1"
"70165",1685.66,395442.656738281,"1"
"70166",1685.68,1086038.29882812,"1"
"70167",1685.71,1608133.86816406,"1"
"70168",1685.74,1604571.38183594,"1"
"70169",1685.76,1097948.27612305,"1"
"70170",1685.79,427461.759277344,"1"
"70171",1685.81,86371.7620849609,"1"
"70172",1685.84,53496.1182861328,"1"
"70173",1685.87,249708.257080078,"1"
"70174",1685.89,540099.690185547,"1"
"70175",1685.92,695132.979980469,"2"
"70176",1685.94,614097.260253906,"2"
"70177",1685.97,358436.919677734,"2"
"70178",1686,100188.677124023,"2"
"70179",1686.02,10873.3061523438,"2"
"70180",1686.05,17985.0905761719,"2"
"70181",1686.08,88874.5769042969,"3"
"70182",1686.1,157757.73828125,"4"
"70183",1686.13,186657.645996094,"8"
"70184",1686.15,152859.255371094,"8"
"70185",1686.18,86472.5732421875,"3"
"70186",1686.21,21630.4116210938,"3"
"70187",1686.23,18289.3081054688,"3"
"70188",1686.26,16377.4145507812,"3"
"70189",1686.28,43829.0100097656,"3"
"70190",1686.31,57913.8139648438,"3"
"70191",1686.34,66861.8505859375,"3"
"70192",1686.36,55437.74609375,"3"
"70193",1686.39,35892.767578125,"3"
"70194",1686.42,9003.58203125,"3"
"70195",1686.44,6646.53955078125,"3"
"70196",1686.47,11679.6789550781,"3"
"70197",1686.49,15338.9833984375,"3"
"70198",1686.52,18814.5595703125,"52"
"70199",1686.55,16404.82421875,"52"
"70200",1686.57,12089.9807128906,"52"
"70201",1686.6,15690.9377441406,"52"
"70202",1686.62,21658.3427734375,"52"
"70203",1686.65,28603.77734375,"52"
"70204",1686.68,29069.0971679688,"52"
"70205",1686.7,26160.955078125,"124"
"70206",1686.73,21466.2373046875,"70"
"70207",1686.76,10755.736328125,"10"
"70208",1686.78,3785.8544921875,"10"
"70209",1686.81,0,"10"
"70210",1686.83,7717.40771484375,"10"
"70211",1686.86,40502.0727539062,"10"
"70212",1686.89,75323.8579101562,"10"
"70213",1686.91,91810.3071289062,"10"
"70214",1686.94,75577.9350585938,"10"
"70215",1686.97,37757.2619628906,"3"
"70216",1686.99,3442.33911132812,"1"
"70217",1687.02,0,"1"
"70218",1687.04,11517.1215820312,"1"
"70219",1687.07,46132.5642089844,"1"
"70220",1687.1,104761.369140625,"1"
"70221",1687.12,143276.501953125,"1"
"70222",1687.15,141729.758300781,"1"
"70223",1687.17,94996.2768554688,"1"
"70224",1687.2,48222.8752441406,"1"
"70225",1687.23,18146.9108886719,"1"
"70226",1687.25,25692.4094238281,"1"
"70227",1687.28,81772.7277832031,"1"
"70228",1687.31,133022.0859375,"1"
"70229",1687.33,149724.303222656,"21"
"70230",1687.36,134445.087890625,"8"
"70231",1687.38,106728.874023438,"2"
"70232",1687.41,62445.4936523438,"2"
"70233",1687.44,49068.4916992188,"2"
"70234",1687.46,100668.850341797,"2"
"70235",1687.49,181606.734863281,"2"
"70236",1687.52,237191.579589844,"2"
"70237",1687.54,216769.883789062,"2"
"70238",1687.57,129054.594482422,"2"
"70239",1687.59,43597.28515625,"2"
"70240",1687.62,10109.6860351562,"2"
"70241",1687.65,43240.5415039062,"2"
"70242",1687.67,126891.4609375,"2"
"70243",1687.7,217635.781738281,"2"
"70244",1687.72,255188.55859375,"6"
"70245",1687.75,206073.515625,"6"
"70246",1687.78,96065.3229980469,"1"
"70247",1687.8,18002.2740478516,"1"
"70248",1687.83,18787.8576660156,"1"
"70249",1687.86,137747.651000977,"1"
"70250",1687.88,335749.471435547,"1"
"70251",1687.91,480199.095703125,"1"
"70252",1687.93,481339.321533203,"1"
"70253",1687.96,338317.067382812,"1"
"70254",1687.99,142509.832275391,"1"
"70255",1688.01,20775.1394042969,"1"
"70256",1688.04,33412.9975585938,"1"
"70257",1688.07,158680.454101562,"1"
"70258",1688.09,322231.689697266,"1"
"70259",1688.12,425818.315917969,"1"
"70260",1688.14,389796.542724609,"1"
"70261",1688.17,253681.966552734,"1"
"70262",1688.2,108135.893554688,"1"
"70263",1688.22,61331.7648925781,"1"
"70264",1688.25,76152.4450683594,"1"
"70265",1688.27,157323.595947266,"1"
"70266",1688.3,242910.288574219,"1"
"70267",1688.33,271510.424316406,"1"
"70268",1688.35,206549.280273438,"1"
"70269",1688.38,90729.0520019531,"1"
"70270",1688.41,18206.7385253906,"1"
"70271",1688.43,13578.1530761719,"1"
"70272",1688.46,56812.6625976562,"1"
"70273",1688.48,124465.996582031,"1"
"70274",1688.51,172366.513183594,"5"
"70275",1688.54,167072.475585938,"5"
"70276",1688.56,108897.606933594,"5"
"70277",1688.59,40315.7021484375,"5"
"70278",1688.62,6453.0791015625,"5"
"70279",1688.64,16789.5529785156,"5"
"70280",1688.67,64808.8909912109,"5"
"70281",1688.69,117634.025878906,"5"
"70282",1688.72,139318.734375,"15"
"70283",1688.75,116255.001464844,"15"
"70284",1688.77,64316.828125,"15"
"70285",1688.8,5586.09204101562,"15"
"70286",1688.83,7799.29858398438,"15"
"70287",1688.85,81396.0942382812,"15"
"70288",1688.88,202117.454833984,"16"
"70289",1688.9,292998.115722656,"16"
"70290",1688.93,293847.041015625,"16"
"70291",1688.96,199255.301513672,"16"
"70292",1688.98,80047.2836914062,"16"
"70293",1689.01,13810.5883789062,"16"
"70294",1689.04,0,"16"
"70295",1689.06,6596.28076171875,"16"
"70296",1689.09,14370.828125,"32"
"70297",1689.11,21342.6962890625,"37"
"70298",1689.14,20963.6865234375,"37"
"70299",1689.17,15249.669921875,"37"
"70300",1689.19,15595.4953613281,"37"
"70301",1689.22,23357.6669921875,"37"
"70302",1689.25,37689.681640625,"37"
"70303",1689.27,54456.9772949219,"37"
"70304",1689.3,64371.5825195312,"49"
"70305",1689.32,62183.8835449219,"51"
"70306",1689.35,46179.2309570312,"31"
