"","M","totInt","specNo"
"39435",1049.1,32653.1611328125,"21"
"39436",1049.11,31813.4008789062,"21"
"39437",1049.13,19968.3239746094,"21"
"39438",1049.14,9438.537109375,"21"
"39439",1049.15,12050.93359375,"28"
"39440",1049.16,11173.6665039062,"28"
"39441",1049.18,6800.2958984375,"28"
"39442",1049.19,5981.796875,"73"
"39443",1049.2,7669.28344726562,"73"
"39444",1049.22,6977.724609375,"73"
"39445",1049.23,8450.435546875,"73"
"39446",1049.24,7989.5,"73"
"39447",1049.25,6134.53125,"73"
"39448",1049.27,0,"73"
"39449",1049.28,0,"73"
"39450",1049.29,0,"73"
"39451",1049.31,0,"73"
"39452",1049.46,0,"9"
"39453",1049.47,0,"9"
"39454",1049.49,0,"9"
"39455",1049.5,0,"9"
"39456",1049.51,8537.14453125,"9"
"39457",1049.52,17431.0705566406,"9"
"39458",1049.54,28469.7980957031,"9"
"39459",1049.55,40987.0668945312,"9"
"39460",1049.56,49707.6220703125,"9"
"39461",1049.58,51361.1354980469,"9"
"39462",1049.59,50571.2651367188,"9"
"39463",1049.6,43342.1831054688,"9"
"39464",1049.61,30658.0146484375,"9"
"39465",1049.63,14810.3774414062,"40"
"39466",1049.64,4379.83447265625,"40"
"39467",1049.65,0,"40"
"39468",1049.66,0,"40"
"39469",1049.68,0,"40"
"39470",1049.69,0,"57"
"39471",1049.7,0,"101"
"39472",1049.72,0,"101"
"39473",1049.73,3554.86401367188,"101"
"39474",1049.74,5608.244140625,"101"
"39475",1049.75,13388.7412109375,"101"
"39476",1049.77,15970.990234375,"101"
"39477",1049.78,17100.1474609375,"101"
"39478",1049.79,14954.591796875,"101"
"39479",1049.81,10393.2338867188,"101"
"39480",1049.82,6165.4755859375,"101"
"39481",1049.83,6387.4248046875,"101"
"39482",1049.84,6000.3046875,"101"
"39483",1049.86,4596.0673828125,"101"
"39484",1049.87,0,"142"
"39485",1049.88,0,"142"
"39486",1049.9,0,"84"
"39487",1049.91,0,"48"
"39488",1049.92,0,"48"
"39489",1049.93,0,"48"
"39490",1049.95,5114.09130859375,"48"
"39491",1049.96,12482.8989257812,"48"
"39492",1049.97,16274.5185546875,"48"
"39493",1049.99,16186.4409179688,"48"
"39494",1050,14988.2514648438,"48"
"39495",1050.01,9690.37939453125,"48"
"39496",1050.02,5481.63818359375,"48"
"39497",1050.04,8569.94799804688,"48"
"39498",1050.05,12770.1596679688,"48"
"39499",1050.06,14901.0146484375,"48"
"39500",1050.08,16386.6591796875,"52"
"39501",1050.09,18753.0166015625,"52"
"39502",1050.1,11901.0991210938,"52"
"39503",1050.11,6450.978515625,"52"
"39504",1050.13,5562.408203125,"52"
"39505",1050.14,3876.15014648438,"52"
"39506",1050.15,0,"84"
"39507",1050.17,0,"148"
"39508",1050.18,0,"148"
"39509",1050.19,0,"148"
"39510",1050.27,0,"99"
"39511",1050.28,0,"99"
"39512",1050.29,0,"99"
"39513",1050.31,0,"99"
"39514",1050.32,4425.513671875,"99"
"39515",1050.33,6927.2763671875,"99"
"39516",1050.35,10124.3618164062,"99"
"39517",1050.36,11409.2446289062,"99"
"39518",1050.37,9885.70288085938,"99"
"39519",1050.38,9822.9248046875,"99"
"39520",1050.4,8894.22607421875,"99"
"39521",1050.41,6895.51953125,"99"
"39522",1050.42,6311.603515625,"99"
"39523",1050.44,4697.46142578125,"164"
"39524",1050.45,0,"164"
"39525",1050.46,0,"164"
"39526",1050.47,0,"164"
"39527",1050.49,0,"82"
"39528",1050.5,0,"20"
"39529",1050.51,0,"20"
"39530",1050.53,0,"20"
"39531",1050.54,2901.12915039062,"20"
"39532",1050.55,12917.3576660156,"20"
"39533",1050.56,19081.9775390625,"8"
"39534",1050.58,20526.435546875,"8"
"39535",1050.59,17146.0783691406,"8"
"39536",1050.6,7971.76489257812,"8"
"39537",1050.62,1968.62915039062,"8"
"39538",1050.63,4946.1298828125,"8"
"39539",1050.64,6088.6513671875,"8"
"39540",1050.66,5060.5966796875,"8"
"39541",1050.67,6569.54077148438,"8"
"39542",1050.68,4982.0322265625,"8"
"39543",1050.69,9025.71240234375,"8"
"39544",1050.71,10270.1235351562,"8"
"39545",1050.72,9834.4013671875,"8"
"39546",1050.73,5927.017578125,"91"
"39547",1050.75,4900.49755859375,"91"
"39548",1050.76,3414.74560546875,"91"
"39549",1050.77,0,"91"
"39550",1050.78,0,"178"
"39551",1050.8,0,"178"
"39552",1050.81,0,"178"
"39553",1050.91,0,"91"
"39554",1050.93,0,"91"
"39555",1050.94,0,"91"
"39556",1050.95,0,"91"
"39557",1050.96,2988.89697265625,"91"
"39558",1050.98,4956.607421875,"91"
"39559",1050.99,5648.11181640625,"91"
"39560",1051,5096.21337890625,"91"
"39561",1051.02,4024.37255859375,"91"
"39562",1051.03,0,"91"
"39563",1051.04,0,"91"
"39564",1051.05,0,"91"
"39565",1051.07,0,"91"
"39566",1052.14,0,"192"
"39567",1052.15,0,"192"
"39568",1052.16,0,"192"
"39569",1052.17,0,"192"
"39570",1052.19,4579.4736328125,"192"
"39571",1052.2,6028.84912109375,"192"
"39572",1052.21,6421.41845703125,"192"
"39573",1052.23,11427.7260742188,"192"
"39574",1052.24,11915.2416992188,"192"
"39575",1052.25,8495.162109375,"192"
"39576",1052.27,7833.4814453125,"192"
"39577",1052.28,6053.0703125,"192"
"39578",1052.29,0,"192"
"39579",1052.3,0,"199"
"39580",1052.32,0,"14"
"39581",1052.33,0,"14"
"39582",1052.34,0,"14"
"39583",1052.36,0,"14"
"39584",1052.37,4478.8896484375,"14"
"39585",1052.38,6020.50146484375,"14"
"39586",1052.39,7735.98193359375,"14"
"39587",1052.41,8870.55859375,"14"
"39588",1052.42,9020.986328125,"14"
"39589",1052.43,8032.20068359375,"14"
"39590",1052.45,10605.7758789062,"14"
"39591",1052.46,8881.658203125,"14"
"39592",1052.47,5188.1943359375,"14"
"39593",1052.48,4855.0439453125,"14"
"39594",1052.5,3845.75561523438,"14"
"39595",1052.51,0,"14"
"39596",1052.52,0,"25"
"39597",1052.54,5077.140625,"25"
"39598",1052.55,7808.1796875,"25"
"39599",1052.56,8457.4677734375,"54"
"39600",1052.57,6017.595703125,"54"
"39601",1052.59,6884.92724609375,"54"
"39602",1052.6,7035.1162109375,"54"
"39603",1052.61,7272.427734375,"54"
"39604",1052.63,5517.4404296875,"19"
"39605",1052.64,2561.42822265625,"19"
"39606",1052.65,0,"19"
"39607",1052.67,0,"19"
"39608",1052.68,2113.18530273438,"19"
"39609",1052.69,5093.2216796875,"19"
"39610",1052.7,9947.03369140625,"19"
"39611",1052.72,11651.6235351562,"19"
"39612",1052.73,9998.67529296875,"19"
"39613",1052.74,6232.32495117188,"19"
"39614",1052.76,3211.84033203125,"19"
"39615",1052.77,0,"19"
"39616",1052.78,0,"19"
"39617",1052.79,0,"19"
"39618",1052.81,0,"46"
"39619",1053.07,0,"186"
"39620",1053.08,0,"186"
"39621",1053.09,0,"186"
"39622",1053.1,0,"186"
"39623",1053.12,3927.22875976562,"186"
"39624",1053.13,6690.3642578125,"186"
"39625",1053.14,7877.595703125,"186"
"39626",1053.16,6662.521484375,"186"
"39627",1053.17,3801.00756835938,"186"
"39628",1053.18,0,"186"
"39629",1053.19,0,"186"
"39630",1053.21,0,"186"
"39631",1053.22,0,"186"
"39632",1053.23,0,"34"
"39633",1053.25,0,"6"
"39634",1053.26,0,"2"
"39635",1053.27,0,"2"
"39636",1053.28,12972.7835693359,"2"
"39637",1053.3,159370.508789062,"2"
"39638",1053.31,406932.077026367,"2"
"39639",1053.32,589650.3984375,"2"
"39640",1053.34,568348.332519531,"2"
"39641",1053.35,351949.359130859,"2"
"39642",1053.36,97709.1602783203,"2"
"39643",1053.38,3639.72729492188,"2"
"39644",1053.39,0,"2"
"39645",1053.4,0,"2"
"39646",1053.41,0,"2"
"39647",1053.43,0,"56"
"39648",1053.48,0,"3"
"39649",1053.49,0,"1"
"39650",1053.5,0,"1"
"39651",1053.52,0,"1"
"39652",1053.53,39610.7097167969,"1"
"39653",1053.54,388031.725830078,"1"
"39654",1053.56,1395425.02856445,"1"
"39655",1053.57,2508809.04541016,"1"
"39656",1053.58,2913622.74072266,"1"
"39657",1053.59,2297001.53271484,"1"
"39658",1053.61,1120559.09399414,"1"
"39659",1053.62,260015.78137207,"1"
"39660",1053.63,21750.1888427734,"1"
"39661",1053.65,5603.220703125,"1"
"39662",1053.66,4327.5791015625,"1"
"39663",1053.67,0,"1"
"39664",1053.69,0,"39"
"39665",1053.7,0,"201"
"39666",1053.71,0,"76"
"39667",1053.72,0,"8"
"39668",1053.74,0,"3"
"39669",1053.75,0,"1"
"39670",1053.76,5427.1455078125,"1"
"39671",1053.78,18045.673828125,"1"
"39672",1053.79,235600.801879883,"1"
"39673",1053.8,1295796.66064453,"1"
"39674",1053.81,2853567.09423828,"1"
"39675",1053.83,3843491.03613281,"1"
"39676",1053.84,3538458.74365234,"1"
"39677",1053.85,2178713.91235352,"1"
"39678",1053.87,747055.633911133,"1"
"39679",1053.88,115864.803222656,"1"
"39680",1053.89,0,"1"
"39681",1053.9,0,"1"
"39682",1053.92,0,"3"
"39683",1053.93,0,"5"
"39684",1053.94,0,"65"
"39685",1053.96,0,"65"
"39686",1053.97,0,"65"
"39687",1053.98,4454.16796875,"13"
"39688",1054,9288.76025390625,"1"
"39689",1054.01,14014.6494140625,"1"
"39690",1054.02,15241.40234375,"1"
"39691",1054.03,94393.9090576172,"1"
"39692",1054.05,600055.603881836,"1"
"39693",1054.06,1796590.51611328,"1"
"39694",1054.07,2889041.21582031,"1"
"39695",1054.09,3069629.30664062,"1"
"39696",1054.1,2207682.60400391,"1"
"39697",1054.11,953342.980834961,"1"
"39698",1054.12,182766.213256836,"1"
"39699",1054.14,15875.6662597656,"1"
"39700",1054.15,0,"1"
"39701",1054.16,0,"1"
"39702",1054.18,0,"2"
"39703",1054.19,0,"14"
"39704",1054.2,0,"181"
"39705",1054.22,0,"163"
"39706",1054.23,0,"27"
"39707",1054.24,0,"1"
"39708",1054.25,3982.24633789062,"1"
"39709",1054.27,10410.7780761719,"1"
"39710",1054.28,29838.9558105469,"1"
"39711",1054.29,173296.548706055,"1"
"39712",1054.31,771857.166259766,"1"
"39713",1054.32,1545758.71337891,"1"
"39714",1054.33,1910865.95800781,"1"
"39715",1054.34,1587619.62963867,"1"
"39716",1054.36,815616.224487305,"1"
"39717",1054.37,188058.633056641,"1"
"39718",1054.38,23198.8555908203,"1"
"39719",1054.4,7008.2392578125,"1"
"39720",1054.41,5610.0537109375,"1"
"39721",1054.42,0,"1"
"39722",1054.44,0,"22"
"39723",1054.45,0,"93"
"39724",1054.46,0,"93"
"39725",1054.49,0,"1"
"39726",1054.5,0,"1"
"39727",1054.51,0,"1"
"39728",1054.53,0,"1"
"39729",1054.54,26623.6617431641,"1"
"39730",1054.55,176009.142456055,"1"
"39731",1054.56,436202.541259766,"1"
"39732",1054.58,624663.369140625,"1"
"39733",1054.59,598396.643554688,"1"
"39734",1054.6,379087.430175781,"1"
"39735",1054.62,124685.884765625,"1"
"39736",1054.63,7935.97778320312,"1"
"39737",1054.64,0,"1"
"39738",1054.66,0,"1"
"39739",1054.67,0,"1"
"39740",1054.68,0,"27"
"39741",1054.72,0,"168"
"39742",1054.73,0,"23"
"39743",1054.75,0,"12"
"39744",1054.76,0,"12"
"39745",1054.77,3299.43188476562,"1"
"39746",1054.78,10977.1298828125,"1"
"39747",1054.8,40956.8282470703,"1"
"39748",1054.81,106846.610595703,"1"
"39749",1054.82,163629.125976562,"1"
"39750",1054.84,172312.579833984,"1"
"39751",1054.85,127741.947509766,"1"
"39752",1054.86,64499.767578125,"1"
"39753",1054.88,20578.7033691406,"1"
"39754",1054.89,16023.1489257812,"1"
"39755",1054.9,16836.5678710938,"1"
"39756",1054.91,16380.2666015625,"1"
"39757",1054.93,11740.4619140625,"1"
"39758",1054.94,4102.23583984375,"1"
"39759",1054.95,0,"2"
"39760",1054.97,0,"2"
"39761",1054.98,0,"2"
"39762",1054.99,0,"97"
"39763",1055,0,"49"
"39764",1055.02,0,"49"
"39765",1055.03,3779.89184570312,"49"
"39766",1055.04,5304.76953125,"49"
"39767",1055.06,13871.8947753906,"49"
"39768",1055.07,19386.474609375,"8"
"39769",1055.08,18666.1628417969,"8"
"39770",1055.1,10780.3642578125,"8"
"39771",1055.11,4673.02124023438,"8"
"39772",1055.12,3859.20141601562,"8"
"39773",1055.13,4937.375,"8"
"39774",1055.15,10703.798828125,"8"
"39775",1055.16,11850.8251953125,"8"
"39776",1055.17,14979.1677246094,"3"
"39777",1055.19,14409.18359375,"3"
"39778",1055.2,20395.6015625,"3"
"39779",1055.21,22569.994140625,"3"
"39780",1055.22,27066.9541015625,"3"
"39781",1055.24,24174.4404296875,"3"
"39782",1055.25,21006.8911132812,"3"
"39783",1055.26,11721.5510253906,"3"
"39784",1055.28,8606.6357421875,"3"
"39785",1055.29,7697.39208984375,"3"
"39786",1055.3,11423.0693359375,"3"
"39787",1055.32,12460.3334960938,"3"
"39788",1055.33,10595.7817382812,"3"
"39789",1055.34,6230.3818359375,"57"
"39790",1055.35,4205.36181640625,"57"
"39791",1055.37,0,"57"
"39792",1055.38,0,"57"
"39793",1055.39,0,"57"
"39794",1055.41,0,"57"
"39795",1055.95,0,"89"
"39796",1055.96,0,"89"
"39797",1055.98,0,"89"
"39798",1055.99,0,"89"
"39799",1056,3738.9306640625,"80"
"39800",1056.02,5431.4775390625,"80"
"39801",1056.03,6139.72900390625,"80"
"39802",1056.04,6106.52490234375,"3"
"39803",1056.05,8811.26000976562,"3"
"39804",1056.07,9817.53173828125,"3"
"39805",1056.08,6341.6689453125,"3"
"39806",1056.09,8081.5390625,"3"
"39807",1056.11,9084.54321289062,"3"
"39808",1056.12,6758.90478515625,"3"
"39809",1056.13,5397.357421875,"3"
"39810",1056.14,3063.90869140625,"3"
"39811",1056.16,0,"3"
"39812",1056.17,0,"3"
"39813",1056.18,0,"3"
"39814",1056.2,0,"3"
"39815",1056.35,0,"162"
"39816",1056.37,0,"162"
"39817",1056.38,0,"48"
"39818",1056.39,0,"48"
"39819",1056.4,4465.736328125,"48"
"39820",1056.42,6872.87646484375,"48"
"39821",1056.43,10948.9504394531,"48"
"39822",1056.44,11700.8647460938,"48"
"39823",1056.46,10586.1313476562,"48"
"39824",1056.47,5952.6826171875,"48"
"39825",1056.48,4950.00390625,"48"
"39826",1056.5,0,"45"
"39827",1056.51,0,"45"
"39828",1056.52,3232.45849609375,"45"
"39829",1056.53,5534.60498046875,"45"
"39830",1056.55,9085.326171875,"45"
"39831",1056.56,13014.1772460938,"45"
"39832",1056.57,13571.3671875,"45"
"39833",1056.59,10262.345703125,"45"
"39834",1056.6,4822.93334960938,"45"
"39835",1056.61,0,"45"
"39836",1056.62,0,"45"
"39837",1056.64,0,"45"
"39838",1056.65,0,"45"
"39839",1056.66,0,"137"
"39840",1056.68,4165.1494140625,"137"
"39841",1056.69,5869.5810546875,"137"
"39842",1056.7,6505.43359375,"137"
"39843",1056.72,5294.5302734375,"137"
"39844",1056.73,3046.89184570312,"137"
"39845",1056.74,0,"137"
"39846",1056.75,0,"137"
"39847",1056.77,0,"137"
"39848",1056.78,0,"137"
"39849",1056.87,0,"155"
"39850",1056.88,0,"155"
"39851",1056.9,0,"155"
"39852",1056.91,0,"155"
"39853",1056.92,4235.451171875,"155"
"39854",1056.94,6528.4130859375,"155"
"39855",1056.95,7812.0146484375,"155"
"39856",1056.96,7430.8818359375,"155"
"39857",1056.98,5629.884765625,"155"
"39858",1056.99,0,"155"
"39859",1057,0,"155"
"39860",1057.01,0,"155"
"39861",1057.03,0,"155"
"39862",1057.13,0,"52"
"39863",1057.14,0,"52"
"39864",1057.16,0,"52"
"39865",1057.17,0,"52"
"39866",1057.18,3190.82788085938,"52"
"39867",1057.2,9670.81591796875,"52"
"39868",1057.21,12517.681640625,"52"
"39869",1057.22,11711.6845703125,"52"
"39870",1057.24,8323.34594726562,"52"
"39871",1057.25,5873.767578125,"35"
"39872",1057.26,4629.5947265625,"35"
"39873",1057.27,0,"35"
"39874",1057.29,0,"35"
"39875",1057.3,2551.57641601562,"35"
"39876",1057.31,6478.40234375,"35"
"39877",1057.33,8707.5986328125,"35"
"39878",1057.34,7698.91796875,"35"
"39879",1057.35,4497.9990234375,"35"
"39880",1057.36,3836.83740234375,"35"
"39881",1057.38,6695.20166015625,"35"
"39882",1057.39,8287.7734375,"35"
"39883",1057.4,7716.99755859375,"35"
"39884",1057.42,5494.07177734375,"138"
"39885",1057.43,0,"138"
"39886",1057.44,0,"138"
"39887",1057.46,0,"138"
"39888",1057.47,0,"138"
"39889",1057.48,0,"51"
"39890",1057.49,0,"51"
"39891",1057.51,0,"51"
"39892",1057.52,0,"51"
"39893",1057.53,3881.8310546875,"51"
"39894",1057.55,8919.34521484375,"51"
"39895",1057.56,12747.0922851562,"51"
"39896",1057.57,12718.1381835938,"51"
"39897",1057.59,8666.54248046875,"51"
"39898",1057.6,3801.75830078125,"51"
"39899",1057.61,0,"51"
"39900",1057.62,0,"51"
"39901",1057.64,0,"51"
"39902",1057.65,0,"136"
"39903",1057.72,0,"150"
"39904",1057.73,0,"150"
"39905",1057.74,0,"150"
"39906",1057.75,0,"150"
"39907",1057.77,4408.48291015625,"150"
"39908",1057.78,6503.84814453125,"150"
"39909",1057.79,6879.72802734375,"120"
"39910",1057.81,5631.36865234375,"120"
"39911",1057.82,3509.04736328125,"120"
"39912",1057.83,0,"120"
"39913",1057.85,3146.115234375,"120"
"39914",1057.86,5642.5703125,"120"
"39915",1057.87,7272.44580078125,"120"
"39916",1057.88,6978.34521484375,"120"
"39917",1057.9,4982.6943359375,"120"
"39918",1057.91,0,"120"
"39919",1057.92,0,"120"
"39920",1057.94,0,"120"
"39921",1057.95,0,"120"
"39922",1058.12,0,"201"
"39923",1058.13,0,"201"
"39924",1058.14,0,"201"
"39925",1058.16,0,"201"
"39926",1058.17,4623.01171875,"201"
"39927",1058.18,5954.873046875,"201"
"39928",1058.2,6279.88671875,"201"
"39929",1058.21,5543.697265625,"201"
"39930",1058.22,4025.71948242188,"201"
"39931",1058.24,0,"201"
"39932",1058.25,0,"201"
"39933",1058.26,0,"201"
"39934",1058.27,0,"201"
"39935",1058.38,0,"45"
"39936",1058.39,0,"45"
"39937",1058.4,0,"45"
"39938",1058.42,0,"45"
"39939",1058.43,1545.99096679688,"45"
"39940",1058.44,4199.5751953125,"45"
"39941",1058.46,5342.10693359375,"45"
"39942",1058.47,4437.35986328125,"45"
"39943",1058.48,2430.8046875,"45"
"39944",1058.5,0,"45"
"39945",1058.51,0,"45"
"39946",1058.52,3795.78100585938,"45"
"39947",1058.53,5037.5390625,"45"
"39948",1058.55,5471.2568359375,"139"
"39949",1058.56,5232.3935546875,"139"
"39950",1058.57,4376.4375,"139"
"39951",1058.59,0,"139"
"39952",1058.6,0,"139"
"39953",1058.61,0,"139"
"39954",1058.63,0,"139"
"39955",1058.89,0,"36"
"39956",1058.9,0,"36"
"39957",1058.91,0,"36"
"39958",1058.93,0,"36"
"39959",1058.94,5269.38671875,"36"
"39960",1058.95,6561.185546875,"36"
"39961",1058.96,7199.173828125,"36"
"39962",1058.98,5797.9287109375,"36"
"39963",1058.99,6434.11743164062,"36"
"39964",1059,5971.810546875,"36"
"39965",1059.02,6842.8896484375,"36"
"39966",1059.03,6413.7734375,"36"
"39967",1059.04,4622.369140625,"36"
"39968",1059.06,0,"74"
"39969",1059.07,0,"74"
"39970",1059.08,0,"74"
"39971",1059.09,0,"74"
"39972",1059.25,0,"30"
"39973",1059.26,0,"30"
"39974",1059.28,0,"30"
"39975",1059.29,0,"30"
"39976",1059.3,3901.19921875,"30"
"39977",1059.32,7801.29296875,"30"
"39978",1059.33,10123.20703125,"30"
"39979",1059.34,9663.5732421875,"30"
"39980",1059.36,7041.3916015625,"30"
"39981",1059.37,3696.8837890625,"30"
"39982",1059.38,0,"30"
"39983",1059.39,0,"30"
"39984",1059.41,0,"30"
"39985",1059.42,0,"30"
"39986",1059.43,4143.85498046875,"161"
"39987",1059.45,6380.861328125,"161"
"39988",1059.46,6859.865234375,"161"
"39989",1059.47,5726.3603515625,"161"
"39990",1059.49,3789.7998046875,"161"
"39991",1059.5,0,"161"
"39992",1059.51,0,"161"
"39993",1059.52,0,"161"
"39994",1059.54,0,"161"
"39995",1059.68,0,"15"
"39996",1059.69,0,"15"
"39997",1059.71,0,"15"
"39998",1059.72,0,"15"
"39999",1059.73,5590.8310546875,"15"
"40000",1059.75,12088.5034179688,"15"
"40001",1059.76,14349.5844726562,"15"
"40002",1059.77,13908.8784179688,"15"
"40003",1059.79,11693.2934570312,"15"
"40004",1059.8,5862.81982421875,"15"
"40005",1059.81,4808.10498046875,"15"
"40006",1059.82,0,"15"
"40007",1059.84,0,"15"
"40008",1059.85,0,"127"
"40009",1059.86,0,"127"
"40010",1059.93,0,"80"
"40011",1059.94,0,"80"
"40012",1059.95,0,"80"
"40013",1059.97,0,"80"
"40014",1059.98,3737.08032226562,"80"
"40015",1059.99,6300.677734375,"80"
"40016",1060.01,7008.6787109375,"80"
"40017",1060.02,5767.8828125,"65"
"40018",1060.03,3875.18334960938,"65"
"40019",1060.05,0,"65"
"40020",1060.06,0,"65"
"40021",1060.07,4511.14013671875,"65"
"40022",1060.09,7524.58935546875,"65"
"40023",1060.1,8541.66796875,"65"
"40024",1060.11,6977.29931640625,"65"
"40025",1060.12,3681.99267578125,"65"
"40026",1060.14,0,"65"
"40027",1060.15,0,"65"
"40028",1060.16,4922.38916015625,"65"
"40029",1060.18,11757.9223632812,"65"
"40030",1060.19,17110.083984375,"88"
"40031",1060.2,18609.9189453125,"88"
"40032",1060.22,15054.3168945312,"88"
"40033",1060.23,8555.173828125,"88"
"40034",1060.24,0,"12"
"40035",1060.25,0,"12"
"40036",1060.27,4551.0068359375,"12"
"40037",1060.28,5027.6337890625,"12"
"40038",1060.29,24377.8035888672,"12"
"40039",1060.31,92027.0356445312,"12"
"40040",1060.32,155044.606689453,"12"
"40041",1060.33,174923.698730469,"12"
"40042",1060.35,134909.31640625,"12"
"40043",1060.36,70623.4455566406,"12"
"40044",1060.37,14497.6003417969,"12"
"40045",1060.39,0,"12"
"40046",1060.4,0,"12"
"40047",1060.41,0,"12"
"40048",1060.42,0,"24"
"40049",1060.46,0,"86"
"40050",1060.48,0,"86"
"40051",1060.49,0,"56"
"40052",1060.5,0,"6"
"40053",1060.52,5579.056640625,"6"
"40054",1060.53,9245.763671875,"6"
"40055",1060.54,14509.1970214844,"6"
"40056",1060.55,85609.4226074219,"6"
"40057",1060.57,169909.018554688,"6"
"40058",1060.58,210096.626953125,"6"
"40059",1060.59,180071.453613281,"6"
"40060",1060.61,99457.4506835938,"6"
"40061",1060.62,14781.1740722656,"6"
"40062",1060.63,0,"6"
"40063",1060.65,0,"6"
"40064",1060.66,0,"6"
"40065",1060.67,0,"56"
"40066",1060.74,0,"38"
"40067",1060.75,0,"3"
"40068",1060.76,0,"3"
"40069",1060.78,0,"3"
"40070",1060.79,15524.3110351562,"3"
"40071",1060.8,63290.1984863281,"3"
"40072",1060.82,106933.569824219,"3"
"40073",1060.83,127577.502929688,"3"
"40074",1060.84,106160.699462891,"3"
"40075",1060.85,52818.6975097656,"3"
"40076",1060.87,14233.4597167969,"3"
"40077",1060.88,12147.0146484375,"3"
"40078",1060.89,10542.796875,"3"
"40079",1060.91,9059.8994140625,"3"
"40080",1060.92,4437.431640625,"3"
"40081",1060.93,0,"54"
"40082",1060.95,0,"168"
"40083",1060.96,0,"168"
"40084",1060.97,0,"168"
"40085",1061,0,"54"
"40086",1061.01,0,"54"
"40087",1061.02,0,"54"
"40088",1061.04,0,"54"
"40089",1061.05,13499.3500976562,"54"
"40090",1061.06,32450.1064453125,"54"
"40091",1061.08,46348.5693359375,"54"
"40092",1061.09,45259.5874023438,"54"
"40093",1061.1,30804.8471679688,"54"
"40094",1061.12,9512.96508789062,"54"
"40095",1061.13,0,"54"
"40096",1061.14,0,"54"
"40097",1061.16,0,"54"
"40098",1061.17,0,"54"
"40099",1061.22,0,"77"
"40100",1061.23,0,"77"
"40101",1061.25,0,"77"
"40102",1061.26,0,"77"
"40103",1061.27,9195.83544921875,"77"
"40104",1061.29,17019.3061523438,"77"
"40105",1061.3,23779.2526855469,"77"
"40106",1061.31,25231.7475585938,"77"
"40107",1061.33,22122.2211914062,"77"
"40108",1061.34,10432.650390625,"77"
"40109",1061.35,5254.7958984375,"77"
"40110",1061.36,0,"77"
"40111",1061.38,0,"77"
"40112",1061.39,0,"108"
"40113",1061.4,0,"108"
"40114",1061.42,0,"164"
"40115",1061.43,5146.92236328125,"164"
"40116",1061.44,12132.3798828125,"11"
"40117",1061.46,17247.0107421875,"11"
"40118",1061.47,17479.6748046875,"11"
"40119",1061.48,13260.7622070312,"11"
"40120",1061.49,12404.7060546875,"11"
"40121",1061.51,8144.966796875,"11"
"40122",1061.52,9787.724609375,"11"
"40123",1061.53,9088.919921875,"11"
"40124",1061.55,6238.416015625,"11"
"40125",1061.56,3990.642578125,"11"
"40126",1061.57,6863.61181640625,"11"
"40127",1061.59,7529.29150390625,"11"
"40128",1061.6,5984.12841796875,"11"
"40129",1061.61,3573.02783203125,"75"
"40130",1061.63,0,"75"
"40131",1061.64,0,"75"
"40132",1061.65,0,"75"
"40133",1061.66,0,"75"
"40134",1061.74,0,"100"
"40135",1061.76,0,"100"
"40136",1061.77,0,"100"
"40137",1061.78,0,"100"
"40138",1061.8,4434.2822265625,"100"
"40139",1061.81,6889.1923828125,"100"
"40140",1061.82,8178.140625,"100"
"40141",1061.83,7055.4833984375,"100"
"40142",1061.85,4127.0419921875,"100"
"40143",1061.86,0,"100"
"40144",1061.87,0,"94"
"40145",1061.89,0,"94"
"40146",1061.9,0,"94"
"40147",1061.91,0,"90"
"40148",1061.93,2013.19995117188,"90"
"40149",1061.94,5361.6669921875,"90"
"40150",1061.95,8168.900390625,"90"
"40151",1061.97,12593.8588867188,"90"
"40152",1061.98,12577.9604492188,"90"
"40153",1061.99,12909.0250244141,"76"
"40154",1062,13580.2822265625,"76"
"40155",1062.02,12361.0942382812,"76"
"40156",1062.03,8029.43994140625,"76"
"40157",1062.04,4628.20678710938,"76"
"40158",1062.06,9339.10693359375,"76"
"40159",1062.07,13961.884765625,"76"
"40160",1062.08,14475.5986328125,"11"
"40161",1062.1,11411.8073730469,"11"
"40162",1062.11,9114.58569335938,"11"
"40163",1062.12,14540.1733398438,"11"
"40164",1062.14,23672.0043945312,"11"
"40165",1062.15,23228.6689453125,"11"
"40166",1062.16,23571.8481445312,"11"
"40167",1062.17,16785.7524414062,"11"
"40168",1062.19,11261.9887695312,"11"
"40169",1062.2,5434.0703125,"11"
"40170",1062.21,4118.462890625,"11"
"40171",1062.23,0,"11"
"40172",1062.24,4460.2255859375,"11"
"40173",1062.25,7802.126953125,"71"
"40174",1062.27,18164.7250976562,"71"
"40175",1062.28,26599.8623046875,"71"
"40176",1062.29,26949.5859375,"71"
"40177",1062.31,23076.9873046875,"71"
"40178",1062.32,10378.6196289062,"71"
"40179",1062.33,7812.8857421875,"71"
"40180",1062.34,11331.2294921875,"71"
"40181",1062.36,11204.2993164062,"71"
"40182",1062.37,6663.26708984375,"71"
"40183",1062.38,6397.74169921875,"71"
"40184",1062.4,15272.2868652344,"71"
"40185",1062.41,46743.34375,"71"
"40186",1062.42,73152.5102539062,"18"
"40187",1062.44,81217.2880859375,"18"
"40188",1062.45,69183.4353027344,"18"
"40189",1062.46,38816.6120605469,"18"
"40190",1062.48,12381.5268554688,"18"
"40191",1062.49,5057.390625,"18"
"40192",1062.5,5489.56787109375,"18"
"40193",1062.51,4335.36474609375,"18"
